,chart_file_sym,date,race_number,breed_code,distance,is_about_distance,surface_code,is_off_turf,course_type_code,race_type_code,race_conditions,race_name,sex_restriction_code,age_restriction_code,is_restricted_to_statebred,purse,max_claiming_price,min_claiming_price,grade_code,division,num_starters,track_condition_code,weather_code,post_time,temp_rail_dist,is_chute_start,is_track_sealed,race_f1_time,race_f2_time,race_f3_time,race_f4_time,race_f5_time,race_winning_time,wps_combined_pool,run_up_dist,horse_name,age,sex_code,medication_code,equipment_code,weight,claiming_price,earnings,program_number,coupled_type,morning_line,final_tote_odds,is_favorite,is_non_betting,payout_win,payout_place,payout_show,post_position,pos_call_start,pos_call_1,pos_call_2,pos_call_3,pos_call_4,pos_call_stretch,pos_call_finish,official_finish_position,call_1_lengths_behind,call_2_lengths_behind,call_3_lengths_behind,call_4_lengths_behind,stretch_call_lengths_behind,finish_lengths_behind,comment_line,trainer_first_name,trainer_middle_name,trainer_last_name,jockey_first_name,jockey_middle_name,jockey_last_name,apprentice_weight_allowance,owner_full_name,is_claimed,claiming_trainer_first_name,claiming_trainer_middle_name,claiming_trainer_last_name,claiming_owner_full_name,is_scratch,scratch_code,last_race_track,last_race_date,last_race_num,last_race_finish,long_comment,wager_type_1,wager_unit_1,wager_numright_1,wager_payout_1,wager_winningPGM_1,wager_pool_1,wager_type_2,wager_unit_2,wager_numright_2,wager_payout_2,wager_winningPGM_2,wager_pool_2,wager_type_3,wager_unit_3,wager_numright_3,wager_payout_3,wager_winningPGM_3,wager_pool_3,wager_type_4,wager_unit_4,wager_numright_4,wager_payout_4,wager_winningPGM_4,wager_pool_4,wager_type_5,wager_unit_5,wager_numright_5,wager_payout_5,wager_winningPGM_5,wager_pool_5,wager_type_6,wager_unit_6,wager_numright_6,wager_payout_6,wager_winningPGM_6,wager_pool_6,wager_type_7,wager_unit_7,wager_numright_7,wager_payout_7,wager_winningPGM_7,wager_pool_7,wager_type_8,wager_unit_8,wager_numright_8,wager_payout_8,wager_winningPGM_8,wager_pool_8,wager_type_9,wager_unit_9,wager_numright_9,wager_payout_9,wager_winningPGM_9,wager_pool_9,wager_type_10,wager_unit_10,wager_numright_10,wager_payout_10,wager_winningPGM_10,wager_pool_10,wager_type_11,wager_unit_11,wager_numright_11,wager_payout_11,wager_winningPGM_11,wager_pool_11,wager_type_12,wager_unit_12,wager_numright_12,wager_payout_12,wager_winningPGM_12,wager_pool_12,map_sex_restriction_code,map_breed_code,map_weather_code,map_medication_code,map_sex_code,map_grade_code,map_age_restriction_code,map_scratch_code,map_race_type_code,map_surface_code,map_track_condition_code,map_course_type_code,map_equipment_code,month,weekday,year,weeknum,x8name,x8country,x8_track_sym,race_id,runner_id
19,SA,2018-03-02,4,TB,5.0,0,D,0,M,MCL,,,B,4U,0,18000,20000.0,20000.0,,,7,WF,O,2:39,,0,1,21.99,45.14,,,,57.29,211055,82.0,Angela's Rose,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,58.0,4-4-3,33747.0,D,2.0,,5.6,4-3,35025.0,E,1.0,,2.4,3-8,127738.0,S,1.0,,146.4,3-8-1-2,69782.0,S5,1.0,,638.6,3-8-1-2-7,8183.0,T,0.5,,26.85,3-8-1,93380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Showery,No Medication,,Not graded,4 year olds & up,Vet,Maiden Claiming,Dirt,Wet-Fast,Main Course,,3,Friday,2018,5,ANGELASROSE,USA,SAX,SAX_20180302_4,SAX_20180302_4_nan
20,SA,2018-03-02,4,TB,5.0,0,D,0,M,MCL,,,B,4U,0,18000,20000.0,20000.0,,,7,WF,O,2:39,,0,1,21.99,45.14,,,,57.29,211055,82.0,Knowitallhousewife,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,58.0,4-4-3,33747.0,D,2.0,,5.6,4-3,35025.0,E,1.0,,2.4,3-8,127738.0,S,1.0,,146.4,3-8-1-2,69782.0,S5,1.0,,638.6,3-8-1-2-7,8183.0,T,0.5,,26.85,3-8-1,93380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Showery,No Medication,,Not graded,4 year olds & up,Stewards,Maiden Claiming,Dirt,Wet-Fast,Main Course,,3,Friday,2018,5,KNOWITALLHOUSEWIFE,USA,SAX,SAX_20180302_4,SAX_20180302_4_nan
28,SA,2018-03-02,5,TB,8.0,0,D,1,M,CLM,,,F,03,0,40000,50000.0,45000.0,,,7,WF,O,3:11,,0,1,23.11,46.4,71.59,85.1,,98.63,205688,172.0,Mraseel (IRE),,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,O,,,,,,3,1.0,3.0,106.0,4-3-8,85746.0,4,0.5,4.0,661.9,4-4-3/6/9-8,164713.0,5,0.5,5.0,2301.95,2-4-4-3/6/9-8,450757.0,D,2.0,,53.2,3-8,24190.0,E,1.0,,65.6,8-9,115290.0,S,1.0,,1251.2,8-9-6-3,52690.0,T,0.5,,180.2,8-9-6,79019.0,X5,1.0,,,8-9-6-3-1,3818.0,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Showery,No Medication,,Not graded,3 year olds,Off Turf,Claiming,Dirt,Wet-Fast,Main Course,,3,Friday,2018,5,MRASEEL,IRE,SAX,SAX_20180302_5,SAX_20180302_5_nan
29,SA,2018-03-02,5,TB,8.0,0,D,1,M,CLM,,,F,03,0,40000,50000.0,45000.0,,,7,WF,O,3:11,,0,1,23.11,46.4,71.59,85.1,,98.63,205688,172.0,Silverspun Pickup,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,O,,,,,,3,1.0,3.0,106.0,4-3-8,85746.0,4,0.5,4.0,661.9,4-4-3/6/9-8,164713.0,5,0.5,5.0,2301.95,2-4-4-3/6/9-8,450757.0,D,2.0,,53.2,3-8,24190.0,E,1.0,,65.6,8-9,115290.0,S,1.0,,1251.2,8-9-6-3,52690.0,T,0.5,,180.2,8-9-6,79019.0,X5,1.0,,,8-9-6-3-1,3818.0,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Showery,No Medication,,Not graded,3 year olds,Off Turf,Claiming,Dirt,Wet-Fast,Main Course,,3,Friday,2018,5,SILVERSPUNPICKUP,USA,SAX,SAX_20180302_5,SAX_20180302_5_nan
53,SA,2018-03-02,8,TB,6.5,0,D,0,M,CLM,,,,4U,0,29000,25000.0,22500.0,,,7,WF,O,4:44,,0,1,21.69,43.97,68.86,,,75.26,292188,78.0,Boy Howdy,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,1.0,3.0,719.7,6-8-3,153151.0,4,0.5,4.0,10351.1,8-6-8-3,378936.0,5,0.5,5.0,14637.15,3/6/9-8-6-8-3,306864.0,6,2.0,5.0,459.6,4-3/6/9-8-6-8-3,200799.0,6J,2.0,,,4-3/6/9-8-6-8-3,,D,2.0,,94.2,8-3,119000.0,E,1.0,,40.9,3-2,168865.0,S,1.0,,752.8,3-2-8-6,75676.0,S5,1.0,,5813.4,3-2-8-6-7,21177.0,T,0.5,,97.85,3-2-8,113176.0,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Showery,No Medication,,Not graded,4 year olds & up,Trainer,Claiming,Dirt,Wet-Fast,Main Course,,3,Friday,2018,5,BOYHOWDY,USA,SAX,SAX_20180302_8,SAX_20180302_8_nan
54,SA,2018-03-02,8,TB,6.5,0,D,0,M,CLM,,,,4U,0,29000,25000.0,22500.0,,,7,WF,O,4:44,,0,1,21.69,43.97,68.86,,,75.26,292188,78.0,Native Treasure,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,1.0,3.0,719.7,6-8-3,153151.0,4,0.5,4.0,10351.1,8-6-8-3,378936.0,5,0.5,5.0,14637.15,3/6/9-8-6-8-3,306864.0,6,2.0,5.0,459.6,4-3/6/9-8-6-8-3,200799.0,6J,2.0,,,4-3/6/9-8-6-8-3,,D,2.0,,94.2,8-3,119000.0,E,1.0,,40.9,3-2,168865.0,S,1.0,,752.8,3-2-8-6,75676.0,S5,1.0,,5813.4,3-2-8-6-7,21177.0,T,0.5,,97.85,3-2-8,113176.0,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Showery,No Medication,,Not graded,4 year olds & up,Trainer,Claiming,Dirt,Wet-Fast,Main Course,,3,Friday,2018,5,NATIVETREASURE,USA,SAX,SAX_20180302_8,SAX_20180302_8_nan
0,TAM,2018-03-02,1,TB,8.18,0,D,0,M,CLM,NW2     6M,,B,4U,0,10400,5000.0,5000.0,,,5,FST,L,12:51,,0,0,24.54,49.01,73.89,100.64,,103.04,99996,24.0,Slazarra,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,E,2.0,,7.2,5-2,74598.0,S,1.0,,16.7,5-2-1-4,19095.0,T,1.0,,8.0,5-2-1,36854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Friday,2018,5,SLAZARRA,USA,TAM,TAM_20180302_1,TAM_20180302_1_nan
12,TAM,2018-03-02,3,TB,6.0,0,D,0,M,MCL,,,,3U,0,12200,12500.0,10000.0,,,6,FST,L,1:51,,0,0,23.63,47.41,59.67,,,72.75,138042,36.0,Rock'n Radio,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,117.6,5-3-6,30975.0,D,2.0,,171.2,3-6,13211.0,E,2.0,,86.4,6-4,125526.0,S,1.0,,323.1,6-4-7-3,59448.0,T,1.0,,98.2,6-4-7,86045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Friday,2018,5,ROCKNRADIO,USA,TAM,TAM_20180302_3,TAM_20180302_3_nan
19,TAM,2018-03-02,4,TB,5.5,0,D,0,M,MCL,,,B,3U,0,12200,12500.0,10000.0,,,6,FST,L,2:23,,0,0,23.25,47.93,60.05,,,66.28,155431,35.0,Mean Queen,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,153.6,3-6-2,13255.0,D,2.0,,46.6,6-2,18299.0,E,2.0,,26.2,2-5,120721.0,S,1.0,,258.9,2-5-3-1,58325.0,T,1.0,,81.9,2-5-3,80675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds & up,Stewards,Maiden Claiming,Dirt,Fast,Main Course,,3,Friday,2018,5,MEANQUEEN,USA,TAM,TAM_20180302_4,TAM_20180302_4_nan
31,TAM,2018-03-02,6,TB,8.5,0,T,0,M,CLM,,,F,03,0,20200,20000.0,20000.0,,,6,FM,L,3:22,30.0,0,0,23.89,49.86,74.77,99.07,,105.07,166316,82.0,Adios Rose,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,57.1,2-2-2,31024.0,D,2.0,,16.8,2-2,17101.0,E,2.0,,58.4,2-6,124520.0,S,1.0,,177.0,2-6-7-5,48664.0,T,1.0,,67.2,2-6-7,77379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Vet,Claiming,Turf,Firm,Main Course,,3,Friday,2018,5,ADIOSROSE,USA,TAM,TAM_20180302_6,TAM_20180302_6_nan
54,TAM,2018-03-02,9,TB,6.0,0,D,0,M,MCL,,,,03,0,13700,16000.0,16000.0,,,11,FST,L,5:02,,0,0,23.44,47.29,60.03,,,73.65,208433,36.0,Hampshire Crossing,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,952.8,1-7-10,33682.0,4,1.0,4.0,3860.0,2-1-7-10,81055.0,5,0.5,5.0,3322.35,2-2-1-7-10,66201.0,D,2.0,,167.0,7-10,49466.0,E,2.0,,1032.2,10-8,196933.0,S,1.0,,6411.8,10-8-9-11,118811.0,S5,1.0,,,10-8-9-11-5,4710.0,T,1.0,,1509.7,10-8-9,140085.0,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Vet,Maiden Claiming,Dirt,Fast,Main Course,,3,Friday,2018,5,HAMPSHIRECROSSING,USA,TAM,TAM_20180302_9,TAM_20180302_9_nan
55,TAM,2018-03-02,9,TB,6.0,0,D,0,M,MCL,,,,03,0,13700,16000.0,16000.0,,,11,FST,L,5:02,,0,0,23.44,47.29,60.03,,,73.65,208433,36.0,Miners Victory,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,952.8,1-7-10,33682.0,4,1.0,4.0,3860.0,2-1-7-10,81055.0,5,0.5,5.0,3322.35,2-2-1-7-10,66201.0,D,2.0,,167.0,7-10,49466.0,E,2.0,,1032.2,10-8,196933.0,S,1.0,,6411.8,10-8-9-11,118811.0,S5,1.0,,,10-8-9-11-5,4710.0,T,1.0,,1509.7,10-8-9,140085.0,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Dirt,Fast,Main Course,,3,Friday,2018,5,MINERSVICTORY,USA,TAM,TAM_20180302_9,TAM_20180302_9_nan
56,TAM,2018-03-02,9,TB,6.0,0,D,0,M,MCL,,,,03,0,13700,16000.0,16000.0,,,11,FST,L,5:02,,0,0,23.44,47.29,60.03,,,73.65,208433,36.0,Rooster Did It,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,1.0,3.0,952.8,1-7-10,33682.0,4,1.0,4.0,3860.0,2-1-7-10,81055.0,5,0.5,5.0,3322.35,2-2-1-7-10,66201.0,D,2.0,,167.0,7-10,49466.0,E,2.0,,1032.2,10-8,196933.0,S,1.0,,6411.8,10-8-9-11,118811.0,S5,1.0,,,10-8-9-11-5,4710.0,T,1.0,,1509.7,10-8-9,140085.0,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Cloudy,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Claiming,Dirt,Fast,Main Course,,3,Friday,2018,5,ROOSTERDIDIT,USA,TAM,TAM_20180302_9,TAM_20180302_9_nan
23,TP,2018-03-02,4,TB,6.0,0,P,0,M,CLM,NW2     Y X,,B,4U,0,7100,5000.0,5000.0,,,7,FST,C,7:49,,0,0,23.89,47.04,59.43,,,72.54,61047,34.0,Gallant Lady,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,114.7,7-3-3,6598.0,D,2.0,,116.4,3-3,3795.0,E,2.0,,53.6,3-6,39897.0,M,0.5,3.0,31.5,7-3-1,,S,0.1,,74.89,3-6-4-8,20637.0,T,2.0,,434.8,3-6-4,29037.0,Z,2.0,,17.6,3-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,PolyTrack,Fast,Main Course,,3,Friday,2018,5,GALLANTLADY,USA,TPX,TPX_20180302_4,TPX_20180302_4_nan
31,TP,2018-03-02,5,TB,8.0,0,P,0,M,MCL,,,,3U,0,8000,15000.0,10000.0,,,8,FST,C,8:18,,0,0,25.53,49.26,74.25,86.89,,100.42,54773,34.0,Run You Down,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,43.0,3-3-3,10638.0,4,0.5,4.0,221.45,7-3-3-2/3/10,31909.0,5,0.5,4.0,3.5,7-7-3-3-2/3/10,21118.0,5,0.5,5.0,333.8,7-7-3-3-2/3/10,21118.0,D,2.0,,10.8,3-3,4752.0,E,2.0,,42.2,3-1,33565.0,M,0.5,3.0,6.55,3-1-2,,M,0.5,3.0,15.5,3-1-3,,M,0.5,3.0,19.6,3-3-2,,S,0.1,,93.53,3-1-8-9,29163.0,T,2.0,,496.6,3-1-8,25915.0,Z,2.0,,6.6,3-2,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Maiden Claiming,PolyTrack,Fast,Main Course,,3,Friday,2018,5,RUNYOUDOWN,USA,TPX,TPX_20180302_5,TPX_20180302_5_nan
32,TP,2018-03-02,5,TB,8.0,0,P,0,M,MCL,,,,3U,0,8000,15000.0,10000.0,,,8,FST,C,8:18,,0,0,25.53,49.26,74.25,86.89,,100.42,54773,34.0,Torba,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,0.5,3.0,43.0,3-3-3,10638.0,4,0.5,4.0,221.45,7-3-3-2/3/10,31909.0,5,0.5,4.0,3.5,7-7-3-3-2/3/10,21118.0,5,0.5,5.0,333.8,7-7-3-3-2/3/10,21118.0,D,2.0,,10.8,3-3,4752.0,E,2.0,,42.2,3-1,33565.0,M,0.5,3.0,6.55,3-1-2,,M,0.5,3.0,15.5,3-1-3,,M,0.5,3.0,19.6,3-3-2,,S,0.1,,93.53,3-1-8-9,29163.0,T,2.0,,496.6,3-1-8,25915.0,Z,2.0,,6.6,3-2,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Vet,Maiden Claiming,PolyTrack,Fast,Main Course,,3,Friday,2018,5,TORBA,USA,TPX,TPX_20180302_5,TPX_20180302_5_nan
50,TP,2018-03-02,7,TB,8.0,0,P,0,M,CLM,NW3     L,,B,3U,0,7100,7500.0,7500.0,,,7,FST,C,9:22,,0,0,25.38,49.2,74.38,87.81,,101.71,52006,34.0,Another Stone,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,34.05,3-7-6,5441.0,D,2.0,,92.0,7-6,4716.0,E,2.0,,14.6,6-3,38010.0,S,0.1,,19.03,6-3-2-5,19396.0,T,2.0,,130.6,6-3-2,29846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,3 year olds & up,Trainer,Claiming,PolyTrack,Fast,Main Course,,3,Friday,2018,5,ANOTHERSTONE,USA,TPX,TPX_20180302_7,TPX_20180302_7_nan
65,TP,2018-03-02,9,TB,8.0,0,P,0,M,MSW,,,,03,0,18500,,,,,11,FST,C,10:25,,0,0,24.84,48.14,73.02,86.29,,100.12,77414,34.0,Fighting for Grace,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,108.3,6-5-12,18690.0,D,2.0,,78.8,5-12,12202.0,E,2.0,,42.0,12-11,56165.0,S,0.1,,169.46,12-11-4-2,32783.0,S5,1.0,,,12-11-4-2-7,1073.0,T,2.0,,319.6,12-11-4,44158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Special Weight,PolyTrack,Fast,Main Course,,3,Friday,2018,5,FIGHTINGFORGRACE,USA,TPX,TPX_20180302_9,TPX_20180302_9_nan
66,TP,2018-03-02,9,TB,8.0,0,P,0,M,MSW,,,,03,0,18500,,,,,11,FST,C,10:25,,0,0,24.84,48.14,73.02,86.29,,100.12,77414,34.0,Henik Lake,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,0.5,3.0,108.3,6-5-12,18690.0,D,2.0,,78.8,5-12,12202.0,E,2.0,,42.0,12-11,56165.0,S,0.1,,169.46,12-11-4-2,32783.0,S5,1.0,,,12-11-4-2-7,1073.0,T,2.0,,319.6,12-11-4,44158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Trainer,Maiden Special Weight,PolyTrack,Fast,Main Course,,3,Friday,2018,5,HENIKLAKE,USA,TPX,TPX_20180302_9,TPX_20180302_9_nan
67,TP,2018-03-02,9,TB,8.0,0,P,0,M,MSW,,,,03,0,18500,,,,,11,FST,C,10:25,,0,0,24.84,48.14,73.02,86.29,,100.12,77414,34.0,Ironwood,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,A,,,,,,3,0.5,3.0,108.3,6-5-12,18690.0,D,2.0,,78.8,5-12,12202.0,E,2.0,,42.0,12-11,56165.0,S,0.1,,169.46,12-11-4-2,32783.0,S5,1.0,,,12-11-4-2-7,1073.0,T,2.0,,319.6,12-11-4,44158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Also Eligible,Maiden Special Weight,PolyTrack,Fast,Main Course,,3,Friday,2018,5,IRONWOOD,USA,TPX,TPX_20180302_9,TPX_20180302_9_nan
16,AQU,2018-03-03,4,TB,6.0,0,D,0,M,CLM,,,B,4U,0,20000,10000.0,10000.0,,,7,FST,C,2:57,,0,0,23.61,48.11,60.46,,,73.36,265198,48.0,Dean's Ticket,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,344.5,6-5-2,20323.0,D,1.0,,66.25,5-2,39276.0,E,1.0,,64.5,2-4,189857.0,Q,1.0,,17.7,2-4,10263.0,S,0.1,,75.7,2-4-8-6,69561.0,T,0.5,,104.87,2-4-8,124326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies & mares,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Claiming,Dirt,Fast,Main Course,,3,Saturday,2018,6,DEANSTICKET,USA,AQU,AQU_20180303_4,AQU_20180303_4_nan
30,AQU,2018-03-03,6,TB,6.0,0,D,0,M,STR,NW1       X,,,4U,0,51000,50000.0,,,,8,FST,C,3:58,,0,0,23.08,46.9,59.31,,,72.26,273257,48.0,Going Strong,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,1.0,3.0,1202.5,2-4-5,41622.0,D,1.0,,39.5,4-5,43299.0,E,1.0,,32.25,5-7,211200.0,S,0.1,,67.4,5-7-8-4,69163.0,T,0.5,,109.62,5-7-8,118568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Trainer,Starter Allowance,Dirt,Fast,Main Course,,3,Saturday,2018,6,GOINGSTRONG,USA,AQU,AQU_20180303_6,AQU_20180303_6_nan
31,AQU,2018-03-03,6,TB,6.0,0,D,0,M,STR,NW1       X,,,4U,0,51000,50000.0,,,,8,FST,C,3:58,,0,0,23.08,46.9,59.31,,,72.26,273257,48.0,New Moon,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,1202.5,2-4-5,41622.0,D,1.0,,39.5,4-5,43299.0,E,1.0,,32.25,5-7,211200.0,S,0.1,,67.4,5-7-8-4,69163.0,T,0.5,,109.62,5-7-8,118568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Starter Allowance,Dirt,Fast,Main Course,,3,Saturday,2018,6,NEWMOON,USA,AQU,AQU_20180303_6,AQU_20180303_6_nan
40,AQU,2018-03-03,7,TB,8.0,0,D,0,M,ALW,NW1$      X,,,4U,1,57000,,,,,6,FST,C,4:35,,0,0,24.3,48.6,75.19,,,101.06,304642,50.0,Blugrascat's Smile,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,S,,,,,,3,1.0,3.0,654.0,4-5-6,48481.0,D,1.0,,105.25,5-6,30659.0,E,1.0,,59.0,6-7,195055.0,M,1.0,3.0,38.0,4-5-3,,S,0.1,,110.35,6-7-1-2,81074.0,T,0.5,,160.25,6-7-1,97656.0,Z,1.0,,5.7,5-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Stewards,Allowance,Dirt,Fast,Main Course,,3,Saturday,2018,6,BLUGRASCATSSMILE,USA,AQU,AQU_20180303_7,AQU_20180303_7_nan
41,AQU,2018-03-03,7,TB,8.0,0,D,0,M,ALW,NW1$      X,,,4U,1,57000,,,,,6,FST,C,4:35,,0,0,24.3,48.6,75.19,,,101.06,304642,50.0,New York Boy,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,V,,,,,,3,1.0,3.0,654.0,4-5-6,48481.0,D,1.0,,105.25,5-6,30659.0,E,1.0,,59.0,6-7,195055.0,M,1.0,3.0,38.0,4-5-3,,S,0.1,,110.35,6-7-1-2,81074.0,T,0.5,,160.25,6-7-1,97656.0,Z,1.0,,5.7,5-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sex Restrictions,Thoroughbred,Clear,No Medication,,Not graded,4 year olds & up,Vet,Allowance,Dirt,Fast,Main Course,,3,Saturday,2018,6,NEWYORKBOY,USA,AQU,AQU_20180303_7,AQU_20180303_7_nan
48,AQU,2018-03-03,8,TB,8.0,0,D,0,M,STK,,Busher S.,F,03,0,200000,,,,,6,FST,C,5:05,,0,0,24.57,48.96,73.8,,,99.15,315589,50.0,Blue Union Rags,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,T,,,,,,3,1.0,3.0,25.75,5-3-3,22469.0,D,1.0,,82.5,6-3,52068.0,E,1.0,,20.8,3-1,183045.0,S,0.1,,31.75,3-1-8-7,54519.0,T,0.5,,31.75,3-1-8,100028.0,X,1.0,4.0,115.25,1/4/5-5/7/8-1/6/7-3,28961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillies,Thoroughbred,Clear,No Medication,,Not graded,3 year olds,Trainer,Stakes,Dirt,Fast,Main Course,,3,Saturday,2018,6,BLUEUNIONRAGS,USA,AQU,AQU_20180303_8,AQU_20180303_8_nan
